ID,Culture_code,Culture_code_Arc,Culture_name,Continent,Subsistence_type,Calendar_name,Inclusion_status,Reason_for_exclusion,Sources
NT43,NT43,NA,Maricopa,North America,Primarily Hunter-gatherers,Maricopa calendar,Included,Not excluded,"Harwell, H. O., & Kelly, M. C. S. (1983). Maricopa. In A. Ortiz (Ed.), Handbook of North American Indians: Vol. 10. Southwest (pp. 71–85). Smithsonian Institution. https://ehrafworldcultures.yale.edu/document?id=nt43-007

Nilsson, M. P. (1920). Primitive time-reckoning: A study in the origins and first development of the art of counting time among the primitive and early culture peoples. C. W. K. Gleerup.

Spier, L. (1933). Yuman tribes of the Gila River (University of Chicago Publications in Anthropology, Ethnological Series). University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nt43-001"
NU07_A,NU07,NA,Aztecs (Mexica-Tenochca),South America,Intensive Agriculturalists,Xihuitl (Xiuhpōhualli) calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Hassig, R. (1982). Periodic markets in Precolumbian Mexico. American Antiquity, 47(2), 346–355. https://doi.org/10.2307/279906

Xiuhpōhualli. (2026, February 18). In Wikipedia. https://en.wikipedia.org/wiki/Xiuhp%C5%8Dhualli"
NU07_B,NU07,NA,Aztecs (Mexica-Tenochca),South America,Intensive Agriculturalists,Tonalpohualli calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Edmonson, M. S. (1988). The book of the year: Middle American calendrical systems. University of Utah Press.

Tōnalpōhualli. (2026, February 18). In Wikipedia. https://en.wikipedia.org/wiki/T%C5%8Dnalp%C5%8Dhualli"
NU19,NU19,NA,Huichol,Middle America and the Caribbean,Other Subsistence Combinations,Huichol calendar,Excluded,Fully missing data on our six specific calendar units,"Schaefer, S. B. (1989). The loom and time in the Huichol world. Journal of Latin American Lore, 15(2), 179-194. https://ehrafworldcultures.yale.edu/cultures/nu19/documents/006

Schaefer, S. B. (1996). The cosmos contained: The temple where sun and moon meet. In S. B. Schaefer & P. T. Furst (Eds.), People of the peyote: Huichol Indian history, religion, & survival (pp. 39-106). University of New Mexico Press. https://ehrafworldcultures.yale.edu/cultures/nu19/documents/021"
NU30,NU30,NA,Popoluca,Middle America and the Caribbean,Horticulturalists,Popoluca calendar,Excluded,Fully missing data on our six specific calendar units,"Foster, G. M. (1942). A primitive Mexican economy (Monographs of the American Ethnological Society). J. J. Augustin. https://ehrafworldcultures.yale.edu/cultures/nu30/documents/005

Foster, G. M. (1945). Sierra Popoluca folklore and beliefs (University of California Publications in American Archaeology and Ethnology, Vol. 42, No. 2, pp. 177-249). University of California Press. https://ehrafworldcultures.yale.edu/cultures/nu30/documents/003"
NU33,NU33,NA,Tarahumara,Middle America and the Caribbean,Agro-Pastoralists,Tarahumara calendar,Included,Not excluded,"Bennett, W. C., & Zingg, R. M. (1935). The Tarahumara: An Indian tribe of northern Mexico (University of Chicago Publications in Anthropology, Ethnological Series). University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nu33-001"
NU34,NU34,NU76,Tarascans,Middle America and the Caribbean,Intensive Agriculturalists,Tarascan calendar,Included,Not excluded,"Boyd, M. (1958). Eight Tarascan legends (Contributions of the Florida State Museum, Social Sciences, No. 3). Florida State Museum. https://ehrafworldcultures.yale.edu/cultures/nu34/documents/011

Foster, G. M. (1948). Empire's children: The people of Tzintzuntzan (G. Ospina, Collab.; Smithsonian Institution Institute of Social Anthropology Publication No. 6). Impresora Nuevo Mundo. https://ehrafworldcultures.yale.edu/cultures/nu34/documents/019

Pollard, H. P. (1993). Tariacuri's legacy: The prehispanic Tarascan state (Civilization of the American Indian Series, Vol. 209). University of Oklahoma Press. https://ehrafarchaeology.yale.edu/document?id=nu76-004"
NU44,NU44,NY42,Zapotec,Middle America and the Caribbean,Horticulturalists,Zapotec ritual calendar,Included,Not excluded,"Marcus, J., & Flannery, K. V. (1996). The unification of the Valley of Oaxaca. In Zapotec civilization: How urban society evolved in Mexico's Oaxaca Valley (pp. 155–171). Thames and Hudson. https://ehrafarchaeology.yale.edu/document?id=ny42-026

Nader, L. (1969). The Zapotec of Oaxaca. In E. Z. Vogt (Ed.), Handbook of Middle American Indians: Vol. 7. Ethnology, part one (pp. 329–359). University of Texas Press. https://ehrafworldcultures.yale.edu/document?id=nu44-001

Whitecotton, J. W. (1977). The Zapotecs: Princes, priests, and peasants (Civilization of the American Indian Series). University of Oklahoma Press. https://ehrafworldcultures.yale.edu/document?id=nu44-002"
NU46,NU46,NA,Nahua,Middle America and the Caribbean,Other Subsistence Combinations,Nahua calendar,Included,Not excluded,"Redfield, R. (1930). Tepoztlan: A Mexican village. A study of folk life. University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nu46-001"
NU79,NU79,NA,O'odham,North America,Other Subsistence Combinations,O'odham calendar,Included,Not excluded,"Bahr, D. M. (1988). Pima-Papago Christianity. Journal of the Southwest, 30(2), 132–167. https://ehrafworldcultures.yale.edu/document?id=nu79-025

Castetter, E. F., & Bell, W. H. (1942). Pima and Papago Indian agriculture (Inter-Americana Studies, Vol. 1). University of New Mexico Press. https://ehrafworldcultures.yale.edu/document?id=nu79-005

Underhill, R. M. (1939). Social organization of the Papago Indians (Columbia University Contributions to Anthropology, No. 30). Columbia University Press. https://ehrafworldcultures.yale.edu/document?id=nu79-002"
NV09,NV09,NA,Tzeltal,Middle America and the Caribbean,Horticulturalists,Tzeltal calendar,Excluded,Fully missing data on our six specific calendar units,"Nash, J. C. (1970). In the eyes of the ancestors: Belief and behavior in a Mayan community. Yale University Press. https://ehrafworldcultures.yale.edu/document?id=nv09-007

Redfield, R., & Villa Rojas, A. (1939). Notes on the ethnography of Tzeltal communities of Chiapas (Contributions to American Anthropology and History, Vol. 5, pp. 105-119). Carnegie Institution of Washington. https://ehrafworldcultures.yale.edu/document?id=nv09-002"
NV10_A,NV10,NY53,Mayans,South America,Intensive Agriculturalists,Maya Long Count calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press. p.333"
NV10_B,NV10,NY53,Mayans,South America,Intensive Agriculturalists,Maya Haab' calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press. p.333

Haabʼ. (2026, February 24). In Wikipedia. https://en.wikipedia.org/wiki/Haab%CA%BC"
NV10_C,NV10,NY53,Mayans,South America,Intensive Agriculturalists,Maya Tzolk'in calendar,Included,Not excluded,"Burns, A. F. (1983). An epoch of miracles: Oral literature of the Yucatec Maya (Texas Pan American Series). University of Texas Press. https://ehrafworldcultures.yale.edu/document?id=nv10-018

Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press."
NW08_A,NW08,NA,Mam Maya,Middle America and the Caribbean,Horticulturalists,Mam Maya Haab' calendar,Included,Not excluded,"Oakes, M. (1969). The two crosses of Todos Santos: Survivals of Mayan religious ritual (Bollingen Series No. 27). Princeton University Press. https://ehrafworldcultures.yale.edu/cultures/nw08/documents/005

Stadelman, R. (1940). Maize cultivation in northwestern Guatemala (Contributions to American Anthropology and History, Vol. 6, No. 33; Carnegie Institution of Washington Publication No. 523, pp. 83–263). Carnegie Institution of Washington. https://ehrafworldcultures.yale.edu/document?id=nw08-004

Wagley, C. (1949). The social and religious life of a Guatemalan village (Memoirs of the American Anthropological Association No. 71). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=nw08-002"
NW08_B,NW08,NA,Mam Maya,Middle America and the Caribbean,Horticulturalists,Mam Maya Tzolk'in calendar,Included,Not excluded,"Oakes, M. (1969). The two crosses of Todos Santos: Survivals of Mayan religious ritual (Bollingen Series No. 27). Princeton University Press. https://ehrafworldcultures.yale.edu/cultures/nw08/documents/005

Stadelman, R. (1940). Maize cultivation in northwestern Guatemala (Contributions to American Anthropology and History, Vol. 6, No. 33; Carnegie Institution of Washington Publication No. 523, pp. 83–263). Carnegie Institution of Washington. https://ehrafworldcultures.yale.edu/document?id=nw08-004

Wagley, C. (1949). The social and religious life of a Guatemalan village (Memoirs of the American Anthropological Association No. 71). American Anthropological Association. https://ehrafworldcultures.yale.edu/document?id=nw08-002"
OA08,OA08,NA,Sama-Bajau,Asia,Primarily Hunter-gatherers,Sama-Bajau calendar,Excluded,Partially missing data on some calendar units,"Sather, C. (1997). The Bajau Laut: Adaptation, history, and fate in a maritime fishing society of south-east Sabah (South-East Asian Social Science Monographs). Oxford University Press. https://ehrafworldcultures.yale.edu/cultures/oa08/documents/011"
OA19,OA19,NA,Ifugao,Asia,Intensive Agriculturalists,Ifugao calendar,Excluded,Partially missing data on some calendar units,"Daguio, A. T. (1952). Hudhud hi Aliguyon: A translation of an Ifugao harvest song with introduction and notes [Master's thesis]. https://ehrafworldcultures.yale.edu/document?id=oa19-010

Wilson, L. L. (1956). The skyland of the Philippines (2nd ed.). Benipayo Press."
OC06,OC06,NA,Iban,Asia,Horticulturalists,Iban calendar,Excluded,Partially missing data on some calendar units,"Komanyi, M. I. (1973). The real and ideal participation in decision-making of Iban women: A study of a longhouse community in Sarawak, east Malaysia [Doctoral dissertation]. University Microfilms. https://ehrafworldcultures.yale.edu/document?id=oc06-028

Sandin, B. (1976). Iban way of life: A translation from Tusun Pandiau. Borneo Literature Bureau. https://ehrafworldcultures.yale.edu/document?id=oc06-032"
OD09,OD09,NA,Mentawaians,Asia,Horticulturalists,Mentawaian calendar,Excluded,Fully missing data on our six specific calendar units,"Loeb, E. M. (1929). Mentawei myths. Bijdragen tot de Taal-, Land- en Volkenkunde van Nederlandsch-Indie, 85, 66-244. https://ehrafworldcultures.yale.edu/document?id=od09-002"
OE05_A,OE05,NA,Javanese,Asia,Intensive Agriculturalists,Javanese Mangsa calendar,Included,Not excluded,"Dewey, A. G. (1962). Peasant marketing in Java (Series on Contemporary Javanese Life). Free Press of Glencoe. https://ehrafworldcultures.yale.edu/document?id=oe05-004

Geertz, C. (1960). The religion of Java. Free Press. https://ehrafworldcultures.yale.edu/document?id=oe05-018

Gislén, L., & Eade, J. C. (2019). The calendars of Southeast Asia. 4: Malaysia and Indonesia. Journal of Astronomical History and Heritage, 22(3), 447–457. https://doi.org/10.3724/SP.J.1440-2807.2019.03.06

Javanese calendar. (2026, March 4). In Wikipedia. https://en.wikipedia.org/wiki/Javanese_calendar

Koentjaraningrat. (1985). Javanese culture. Oxford University Press. https://ehrafworldcultures.yale.edu/document?id=oe05-037

Proudfoot, I. (2006). Old Muslim calendars of Southeast Asia. Brill."
OE05_B,OE05,NA,Javanese,Asia,Intensive Agriculturalists,Muslim-Javanese Wulan calendar,Included,Not excluded,"Dewey, A. G. (1962). Peasant marketing in Java (Series on Contemporary Javanese Life). Free Press of Glencoe. https://ehrafworldcultures.yale.edu/document?id=oe05-004

Geertz, C. (1960). The religion of Java. Free Press. https://ehrafworldcultures.yale.edu/document?id=oe05-018

Gislén, L., & Eade, J. C. (2019). The calendars of Southeast Asia. 4: Malaysia and Indonesia. Journal of Astronomical History and Heritage, 22(3), 447–457. https://doi.org/10.3724/SP.J.1440-2807.2019.03.06

Karjanto, N., & Beauducel, F. (2020). An ethnoarithmetic excursion into the Javanese calendar. arXiv. https://doi.org/10.48550/arXiv.2012.10064

Koentjaraningrat. (1985). Javanese culture. Oxford University Press. https://ehrafworldcultures.yale.edu/document?id=oe05-037

Proudfoot, I. (2006). Old Muslim calendars of Southeast Asia. Brill."
OF07_A,OF07,NA,Balinese,Asia,Intensive Agriculturalists,Balinese Pawukon calendar,Included,Not excluded,"Belo, J. (1953). Bali: Temple festival (Monographs of the American Ethnological Society No. 22). J. J. Augustin. https://ehrafworldcultures.yale.edu/document?id=of07-003

Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Geertz, C. (1993). The interpretation of cultures: Selected essays. Fontana Press. (Original work published 1973)

Lansing, J. S. (2007). Priests and programmers: Technologies of power in the engineered landscape of Bali. Princeton University Press. (Original work published 1991)"
OF07_B,OF07,NA,Balinese,Asia,Intensive Agriculturalists,Balinese Śaka calendar,Included,Not excluded,"Chatterjee, S. K. (1997). Balinese traditional calendar. Indian Journal of History of Science, 32(4), 315–329.

Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Gislén, L., & Eade, J. C. (2019). The calendars of Southeast Asia. 4: Malaysia and Indonesia. Journal of Astronomical History and Heritage, 22(3), 447–457. https://doi.org/10.3724/SP.J.1440-2807.2019.03.06"
OG11,OG11,NA,Eastern Toraja,Asia,Horticulturalists,Eastern Toraja calendar,Excluded,Partially missing data on some calendar units,"Adriani, N., & Kruijt, A. C. (1951). The Bare'e-speaking Toradja of central Celebes (the East Toradja): Vol. 3 (Verhandelingen der Koninklijke Nederlandse Akademie van Wetenschappen, No. 1). Noord-Hollandsche Uitgevers Maatschappij. https://ehrafworldcultures.yale.edu/document?id=og11-004"
OH18,OH18,NA,Tobelo,Asia,Horticulturalists,Tobelo calendar,Excluded,Partially missing data on some calendar units,"Hueting, A. (1922). De Tobeloreezen in hun denken en doen: Deel 2. Bijdragen tot de Taal-, Land- en Volkenkunde van Nederlandsch-Indie, 78(1/2), 137-342. https://ehrafworldcultures.yale.edu/cultures/oh18/documents/010"
OI08,OI08,NA,Aranda,Oceania,Hunter-gatherers,Aranda calendar,Excluded,Partially missing data on some calendar units,"Spencer, B., & Gillen, F. J. (1927). The Arunta: A study of a stone age people. Macmillan. https://ehrafworldcultures.yale.edu/document?id=oi08-001"
OI20,OI20,NA,Tiwi,Oceania,Hunter-gatherers,Tiwi calendar,Excluded,Fully missing data on our six specific calendar units,"Goodale, J. C. (1971). Tiwi wives: A study of the women of Melville Island, North Australia (Monographs of the American Ethnological Society). University of Washington Press. https://ehrafworldcultures.yale.edu/document?id=oi20-014"
OJ13,OJ13,NA,Kwoma,Oceania,Other Subsistence Combinations,Kwoma calendar,Excluded,Partially missing data on some calendar units,"Whiting, J. W. M. (1941). Becoming a Kwoma: Teaching and learning in a New Guinea tribe. Yale University Press. https://ehrafworldcultures.yale.edu/document?id=oj13-001"
OJ23,OJ23,NA,Orokaiva,Oceania,Other Subsistence Combinations,Orokaiva calendar,Excluded,Partially missing data on some calendar units,"Schwimmer, E. G. (1973). Exchange in the social structure of the Orokaiva: Traditional and emergent ideologies in the northern district of Papua. C. Hurst. https://ehrafworldcultures.yale.edu/document?id=oj23-005

Waddell, E., & Krinks, P. A. (1968). The organisation of production and distribution among the Orokaiva: An analysis of work and exchange in two communities participating in both the subsistence and monetary sectors of the economy (New Guinea Research Bulletin No. 24). New Guinea Research Unit, Australian National University. https://ehrafworldcultures.yale.edu/document?id=oj23-008"
OJ27,OJ27,NA,Wogeo,Oceania,Other Subsistence Combinations,Wogeo calendar,Excluded,Fully missing data on our six specific calendar units,"Hogbin, H. I. (1939). Tillage and collection: A New Guinea economy. Australasian Medical Publishing. https://ehrafworldcultures.yale.edu/document?id=oj27-001

Leach, E. R. (1950). Primitive calendars. Oceania, 20(4), 245-262."
OJ29,OJ29,NA,Kapauku,Oceania,Intensive Agriculturalists,Kapauku calendar,Excluded,Partially missing data on some calendar units,"Pospisil, L. J. (1963). Kapauku Papuan economy (Yale University Publications in Anthropology). Department of Anthropology, Yale University. https://ehrafworldcultures.yale.edu/document?id=oj29-005"
OL06,OL06,NA,Trobriands,Oceania,Other Subsistence Combinations,Trobriand calendar,Included,Not excluded,"Austen, L. (1939). The seasonal gardening calendar of Kiriwina, Trobriand Islands. Oceania, 9(3), 237–253. https://doi.org/10.1002/j.1834-4461.1939.tb00231.x

Brindley, M. (1984). The symbolic role of women in Trobriand gardening (Miscellanea Anthropologica). University of South Africa. https://ehrafworldcultures.yale.edu/document?id=ol06-029

Damon, F. H. (1990). From Muyuw to the Trobriands: Transformations along the northern side of the Kula Ring. University of Arizona Press. https://ehrafworldcultures.yale.edu/document?id=ol07-001

Leach, E. R. (1950). Primitive calendars. Oceania, 20(4), 245–262. https://doi.org/10.1002/j.1834-4461.1950.tb00164.x

Malinowski, B. (1922). Argonauts of the western Pacific: An account of native enterprise and adventure in the archipelagoes of Melanesian New Guinea. George Routledge & Sons. https://ehrafworldcultures.yale.edu/document?id=ol06-001

Malinowski, B. (1935). Coral gardens and their magic: A study of the methods of tilling the soil and of agricultural rites in the Trobriand Islands: Vol. 1. The description of gardening. American Book Company. https://ehrafworldcultures.yale.edu/document?id=ol06-002"
OL07,OL07,NA,Northeastern Massim (Muyuw),Oceania,Other Subsistence Combinations,Muyuw calendar,Included,Not excluded,"Damon, F. H. (1990). From Muyuw to the Trobriands: Transformations along the northern side of the Kula Ring. University of Arizona Press. https://ehrafworldcultures.yale.edu/document?id=ol07-001

Damon, F. H. (1996). The Woodlark Island calendar: Contexts for interpretation. Archaeoastronomy, 12, 175–190."
OM06,OM06,NA,Manus,Oceania,Hunter-gatherers,Manus calendar,Excluded,Fully missing data on our six specific calendar units,"Carrier, J. G., & Carrier, A. H. (1989). Wage, trade, and exchange in Melanesia: A Manus society in the modern state (Studies in Melanesian Anthropology). University of California Press. https://ehrafworldcultures.yale.edu/document?id=om06-009

Fortune, R. F. (1935). Manus religion: An ethnological study of the Manus natives of the Admiralty Islands (Memoirs of the American Philosophical Society, Vol. 3). American Philosophical Society. https://ehrafworldcultures.yale.edu/document?id=om06-003

Mead, M. (1956). New lives for old: Cultural transformation - Manus, 1928-1953. William Morrow. https://ehrafworldcultures.yale.edu/document?id=om06-002"
OM24,OM24,NA,Lesu,Oceania,Other Subsistence Combinations,Lesu calendar,Excluded,Partially missing data on some calendar units,"Powdermaker, H. (1933). Life in Lesu: The study of a Melanesian society in New Ireland. W. W. Norton. https://ehrafworldcultures.yale.edu/document?id=om24-001"
ON13,ON13,NA,Santa Cruz Islanders,Oceania,Horticulturalists,Santa Cruz Islander calendar,Excluded,Partially missing data on some calendar units,"Graebner, F. (1909). Ethnography of the Santa Cruz Islands (F. Schutze, Trans.). Ethnologica, 1, 71-184. https://ehrafworldcultures.yale.edu/document?id=on13-001"
ON19,ON19,NA,Siwai,Oceania,Agro-Pastoralists,Siwai calendar,Included,Not excluded,"Oliver, D. L. (1955). A Solomon Island society: Kinship and leadership among the Siuai of Bougainville. Harvard University Press. https://ehrafworldcultures.yale.edu/document?id=on19-001"
ON26,ON26,NA,Tinputz,Oceania,Other Subsistence Combinations,Tinputz calendar,Included,Not excluded,"Blackwood, B. (1935). Both sides of Buka Passage: An ethnographic study of social, sexual, and economic questions in the north-western Solomon Islands. Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=on26-001"
OO12,OO12,NA,Malekula,Oceania,Horticulturalists,Malekula calendar,Excluded,Fully missing data on our six specific calendar units,"Deacon, A. B. (1934). Malekula: A vanishing people in the New Hebrides (C. H. Wedgwood, Ed.). George Routledge and Sons. https://ehrafworldcultures.yale.edu/document?id=oo12-004

Layard, J. (1942). Stone men of Malekula. Chatto & Windus. https://ehrafworldcultures.yale.edu/document?id=oo12-001"
OP04,OP04,NA,Kanak,Oceania,Intensive Agriculturalists,Kanak calendar,Excluded,Partially missing data on some calendar units,"Leenhardt, M. (1979). Do kamo: Person and myth in the Melanesian world (B. M. Gulati, Trans.). University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=op04-004"
OQ06,OQ06,NA,Lau Fijians,Oceania,Other Subsistence Combinations,Lau Fijian calendar,Excluded,Fully missing data on our six specific calendar units,"Hocart, A. M. (1929). Lau Islands, Fiji (Bernice P. Bishop Museum Bulletin No. 62). Bishop Museum. https://ehrafworldcultures.yale.edu/document?id=oq06-001

Thompson, L. (1940). Fijian frontier (Studies of the Pacific No. 4). American Council, Institute of Pacific Relations. https://ehrafworldcultures.yale.edu/document?id=oq06-003"
OQ12,OQ12,NA,Bau Fijians,Oceania,Primarily Hunter-gatherers,Bau Fijian calendar,Excluded,Partially missing data on some calendar units,"Waterhouse, J. (1866). The king and people of Fiji: Containing a life of Thakombau; with notices of the Fijians, their manners, customs, and superstitions, previous to the great religious reformation in 1854. Wesleyan Conference Office. https://ehrafworldcultures.yale.edu/cultures/oq12/documents/003"
OR11,OR11,NA,Marshallese,Oceania,Other Subsistence Combinations,Marshallese calendar,Excluded,Partially missing data on some calendar units,"Kramer, A., & Nevermann, H. (1938). Ralik-Ratak (Marshall Islands) (C. Brant & J. M. Armstrong, Trans.; Ergebnisse der Sudsee-Expedition 1908-1910, II: Ethnographie, B: Mikronesien, Vol. 11). Friederichsen, De Gruyter. https://ehrafworldcultures.yale.edu/document?id=or11-002"
OR15,OR15,NA,Belau (Palauans),Oceania,Other Subsistence Combinations,Palau calendar,Included,Not excluded,"Aoyagi, M. (1982). The geographical recognition of Palauan people with special reference to the four directions. In M. Aoyagi (Ed.), Islanders and their outside world (pp. 3–33). St. Paul's (Rikkyo) University, Committee for Micronesian Research. https://ehrafworldcultures.yale.edu/document?id=or15-017

Johannes, R. E. (1981). Rhythms of fish and fishermen. In Words of the lagoon: Fishing and marine lore in the Palau District of Micronesia (pp. 32–58). University of California Press. https://ehrafworldcultures.yale.edu/document?id=or15-030

Klee, G. A. (1973). The cyclic realities of man and nature in a Palauan village [Doctoral dissertation, University of Oregon]. ProQuest Dissertations and Theses.

Parmentier, R. J. (1987). The sacred remains: Myth, history, and polity in Belau. University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=or15-002"
OR19,OR19,NA,Chuuk (Trukese),Oceania,Other Subsistence Combinations,Chuuk calendar,Excluded,Partially missing data on some calendar units,"Bollig, L. (1927). The inhabitants of the Truk Islands: Religion, life and a short grammar of a Micronesian people. Aschendorff. https://ehrafworldcultures.yale.edu/document?id=or19-022

Goodenough, W. H. (1953). Native astronomy in the Central Carolines (University Museum Monographs). University Museum, University of Pennsylvania. https://ehrafworldcultures.yale.edu/document?id=or19-018"
OR21,OR21,NA,Woleai Region,Oceania,Other Subsistence Combinations,Woleai calendar,Included,Not excluded,"Alkire, W. H. (1970). Systems of measurement on Woleai Atoll, Caroline Islands. Anthropos, 65(1–2), 1–73.

Bates, M., & Abbott, D. P. (1958). Coral island: Portrait of an atoll. Scribner. https://ehrafworldcultures.yale.edu/document?id=or21-041

Burrows, E. G., & Spiro, M. E. (1953). An atoll culture: Ethnography of Ifaluk in the central Carolines (Behavior Science Monographs). Human Relations Area Files. https://ehrafworldcultures.yale.edu/document?id=or21-042

Krämer, A. (1937). The central Carolines: Part 1. The Lamotrek Group, Woleai (Ergebnisse der Südsee-Expedition 1908–1910, Vol. 10, pp. 1–291). Friederichsen, De Gruyter. https://ehrafworldcultures.yale.edu/cultures/or21/documents/004

Spiro, M. E. (1949). Ifaluk: A South Sea culture. Pacific Science Board, National Research Council. https://ehrafworldcultures.yale.edu/document?id=or21-028"
OR22,OR22,NA,Yapese,Oceania,Other Subsistence Combinations,Yapese calendar,Excluded,Partially missing data on some calendar units,"Muller, W. (1917). Yap (Ergebnisse der Sudsee-Expedition 1908-1910, II: Ethnographie, B: Mikronesien, Vol. 2). L. Friederichsen. https://ehrafworldcultures.yale.edu/document?id=or22-006

Salesius, F. (1906). The Caroline Island Yap. Wilhelm Susserot. https://ehrafworldcultures.yale.edu/document?id=or22-002

Senfft, A. (1903). Ethnographic contributions concerning the Caroline Islands of Yap. Petermanns Mitteilungen aus Justus Perthes' Geographischer Anstalt, 49, 49-60, 83-87. https://ehrafworldcultures.yale.edu/document?id=or22-005"
OT11,OT11,NA,Tikopia,Oceania,Other Subsistence Combinations,Tikopia calendar,Excluded,Partially missing data on some calendar units,"Firth, R. (1940). The work of the gods in Tikopia (London School of Economics Monographs on Social Anthropology No. 1). London School of Economics and Political Science. https://ehrafworldcultures.yale.edu/document?id=ot11-003

Firth, R. (1956). Ceremonies for children and social frequency in Tikopia. Oceania, 27(1), 12-55. https://ehrafworldcultures.yale.edu/document?id=ot11-022"
OU09,OU09,NA,Tongans,Oceania,Horticulturalists,Tongan calendar,Included,Not excluded,"Collocott, E. E. V. (1922). Tongan astronomy and calendar (Occasional Papers of the Bernice P. Bishop Museum, Vol. 8, No. 4, pp. 155–173). Bishop Museum Press. https://ehrafworldcultures.yale.edu/document?id=ou09-009

Urbanowicz, C. F. (1978). Tongan culture: The methodology of an ethnographic reconstruction [Doctoral dissertation, University of Oregon]. University Microfilms. https://ehrafworldcultures.yale.edu/document?id=ou09-074"
OV05,OV05,NA,Hawaiians,Oceania,Other Subsistence Combinations,Hawaiian calendar,Included,Not excluded,"Bryan, E. H. (1968). Astronomy and the calendar. In Ancient Hawaiian civilization: A series of lectures delivered at the Kamehameha Schools (pp. 51–58). Charles E. Tuttle.

Handy, E. S. C., & Pukui, M. K. (1972). The Polynesian family system in Ka-ʻU, Hawaiʻi. Charles E. Tuttle. https://ehrafworldcultures.yale.edu/cultures/ov05/documents/004

Kamakau, S. M. (1976). The works of the people of old: Na hana a ka poʻe kahiko (D. B. Barrère, Ed.; M. K. Pukui, Trans.; Bernice P. Bishop Museum Special Publication No. 61). Bishop Museum Press. https://ehrafworldcultures.yale.edu/document?id=ov05-010"
OX06,OX06,NA,Marquesas,Oceania,Other Subsistence Combinations,Marquesas calendar,Excluded,Partially missing data on some calendar units,"Handy, E. S. C. (1923). The native culture in the Marquesas (Bernice P. Bishop Museum Bulletin No. 9). Bishop Museum. https://ehrafworldcultures.yale.edu/document?id=ox06-001

Linton, R. (1923). The material culture of the Marquesas Islands. Memoirs of the Bernice Pauahi Bishop Museum, 8(5), 263-468. https://ehrafworldcultures.yale.edu/document?id=ox06-007"
OY02,OY02,NA,Rapa Nui,Oceania,Horticulturalists,Rapa Nui calendar,Included,Not excluded,"Horley, P. (2011). Lunar calendar in rongorongo texts and rock art of Easter Island. Journal de la Société des Océanistes, 132, 17–38. https://doi.org/10.4000/jso.6314

Métraux, A. (1940). Ethnology of Easter Island (Bernice P. Bishop Museum Bulletin No. 160, pp. 3–432). Bishop Museum Press. https://ehrafworldcultures.yale.edu/document?id=oy02-001"
OZ04,OZ04,NA,Maori,Oceania,Primarily Hunter-gatherers,Maori calendar,Included,Not excluded,"Best, E. (1922). The Maori division of time (Dominion Museum Monograph No. 4). Dominion Museum. https://archive.org/details/maoridivisionoft00bestuoft

Best, E. (1924). The Maori: Vol. 2 (Memoirs of the Polynesian Society, Vol. 5, pp. 1–638). H. H. Tombs. https://ehrafworldcultures.yale.edu/document?id=oz04-002

Firth, R. (1959). Economics of the New Zealand Maori (2nd ed.). R. E. Owen, Government Printer. https://ehrafworldcultures.yale.edu/document?id=oz04-004

Webster, H. (1916). Rest days: A study in early law and morality. Macmillan."
RF10,RF10,NA,Soviets,Europe,Intensive Agriculturalists,Soviet calendar,Included,Not excluded,"Soviet calendar. (2026, January 15). In Wikipedia. https://en.wikipedia.org/wiki/Soviet_calendar"
RI03,RI03,NA,Abkhazians,Asia,Pastoralists,Abkhazian calendar,Excluded,Partially missing data on some calendar units,"Janashia, N. S. (1937). The religious beliefs of the Abkhasians. Georgica, 1(4), 117-153. https://ehrafworldcultures.yale.edu/document?id=ri03-003"
RJ01,RJ01,NA,Armenians,Asia,Intensive Agriculturalists,Armenian calendar,Included,Not excluded,"Armenian calendar. (2025, July 23). In Wikipedia. https://en.wikipedia.org/wiki/Armenian_calendar"
RU04,RU04,NA,Samoyed,Asia,Primarily Hunter-gatherers,Samoyed calendar,Excluded,Partially missing data on some calendar units,"Popov, A. A. (1966). The Nganasan: The material culture of the Tavgi Samoyeds (E. K. Ristinen, Trans.; Uralic and Altaic Series, Vol. 56). Indiana University. https://ehrafworldcultures.yale.edu/document?id=ru04-006"
